,customer_id,month,mrr
98,CUST-007,2024-10,4076.72
99,CUST-007,2024-11,3945.2
100,CUST-007,2024-12,4076.72
101,CUST-007,2025-01,4076.72
102,CUST-007,2025-02,3682.2
103,CUST-007,2025-03,4076.72
104,CUST-007,2025-04,3945.2
105,CUST-007,2025-05,3024.66
106,CUST-007,2025-06,1972.6
107,CUST-007,2025-07,986.3
108,CUST-008,2025-04,1052.05
109,CUST-008,2025-05,2038.36
110,CUST-008,2025-06,1972.6
111,CUST-008,2025-07,2038.36
112,CUST-009,2024-11,1052.05
113,CUST-009,2024-12,2038.36
114,CUST-009,2025-01,2038.36
115,CUST-009,2025-02,1841.1
116,CUST-009,2025-03,3478.47
117,CUST-009,2025-04,4513.97
118,CUST-009,2025-05,4664.44
119,CUST-009,2025-06,4513.97
120,CUST-009,2025-07,4664.44
121,CUST-010,2024-01,4499.32
122,CUST-010,2024-02,5219.21
123,CUST-010,2024-03,5579.15
124,CUST-010,2024-04,5399.18
125,CUST-010,2024-05,5579.15
126,CUST-010,2024-06,5399.18
127,CUST-010,2024-07,5579.15
128,CUST-010,2024-08,8733.7
129,CUST-010,2024-09,10966.03
130,CUST-010,2024-10,11331.56
131,CUST-010,2024-11,10966.03
132,CUST-010,2024-12,11331.56
133,CUST-010,2025-01,11331.56
134,CUST-010,2025-02,10234.96
135,CUST-010,2025-03,11331.56
136,CUST-010,2025-04,10966.03
137,CUST-010,2025-05,11331.56
138,CUST-010,2025-06,10966.03
139,CUST-010,2025-07,11331.56
140,CUST-011,2024-02,986.3
141,CUST-011,2024-03,2038.36
142,CUST-011,2024-04,1972.6
143,CUST-011,2024-05,2038.36
144,CUST-011,2024-06,1972.6
145,CUST-011,2024-07,2038.36
146,CUST-011,2024-08,2038.36
147,CUST-011,2024-09,1972.6
148,CUST-011,2024-10,2038.36
149,CUST-011,2024-11,1972.6
150,CUST-011,2024-12,2038.36
151,CUST-011,2025-01,2038.36
152,CUST-011,2025-02,1841.1
153,CUST-011,2025-03,2038.36
154,CUST-011,2025-04,1972.6
155,CUST-011,2025-05,2038.36
156,CUST-011,2025-06,1972.6
157,CUST-011,2025-07,2038.36
158,CUST-012,2025-03,1117.81
159,CUST-012,2025-04,1972.6
160,CUST-012,2025-05,2038.36
161,CUST-012,2025-06,1972.6
162,CUST-012,2025-07,2038.36
163,CUST-013,2024-02,1301.37
164,CUST-013,2024-03,2123.29
165,CUST-013,2024-04,2054.79
166,CUST-013,2024-05,2123.29
167,CUST-013,2024-06,2054.79
168,CUST-013,2024-07,2123.29
169,CUST-013,2024-08,2123.29
170,CUST-013,2024-09,3369.86
171,CUST-013,2024-10,4671.24
172,CUST-013,2024-11,4520.54
173,CUST-013,2024-12,4671.24
174,CUST-013,2025-01,4671.24
175,CUST-013,2025-02,4219.18
176,CUST-013,2025-03,4671.24
177,CUST-013,2025-04,4520.54
178,CUST-013,2025-05,4671.24
179,CUST-013,2025-06,4520.54
180,CUST-013,2025-07,4671.24
181,CUST-014,2025-03,1370.25
182,CUST-014,2025-04,2418.08
183,CUST-014,2025-05,2498.68
184,CUST-014,2025-06,2418.08
185,CUST-014,2025-07,2498.68
186,CUST-015,2024-02,1801.79
187,CUST-015,2024-03,11171.04
188,CUST-015,2024-04,10810.68
189,CUST-015,2024-05,11171.04
190,CUST-015,2024-06,10810.68
191,CUST-015,2024-07,11171.04
192,CUST-015,2024-08,11171.04
193,CUST-015,2024-09,10810.68
194,CUST-015,2024-10,11171.04
195,CUST-015,2024-11,10810.68
196,CUST-015,2024-12,11171.04
197,CUST-015,2025-01,11171.04
198,CUST-015,2025-02,9214.39
199,CUST-015,2025-03,2123.29
200,CUST-015,2025-04,3227.83
201,CUST-015,2025-05,6385.76
202,CUST-015,2025-06,7765.47
203,CUST-015,2025-07,8024.33
204,CUST-016,2024-08,1117.81
205,CUST-016,2024-09,1972.6
206,CUST-016,2024-10,2038.36
207,CUST-016,2024-11,1972.6
208,CUST-016,2024-12,3156.17
209,CUST-016,2025-01,4076.72
210,CUST-016,2025-02,3682.2
211,CUST-016,2025-03,4076.72
212,CUST-016,2025-04,3945.2
213,CUST-016,2025-05,4076.72
214,CUST-016,2025-06,3945.2
215,CUST-016,2025-07,4076.72
216,CUST-017,2024-02,1391.1
217,CUST-017,2024-03,2874.93
218,CUST-017,2024-04,2782.19
219,CUST-017,2024-05,2874.93
220,CUST-017,2024-06,2782.19
221,CUST-017,2024-07,2874.93
222,CUST-017,2024-08,2874.93
223,CUST-017,2024-09,2782.19
224,CUST-017,2024-10,2874.93
225,CUST-017,2024-11,2782.19
226,CUST-017,2024-12,2874.93
227,CUST-017,2025-01,2874.93
228,CUST-017,2025-02,1391.1
229,CUST-018,2025-01,1451.75
230,CUST-018,2025-02,2391.12
231,CUST-018,2025-03,2647.32
232,CUST-018,2025-04,2561.92
233,CUST-018,2025-05,2647.32
234,CUST-018,2025-06,2561.92
235,CUST-018,2025-07,2647.32
236,CUST-019,2024-05,1117.81
237,CUST-019,2024-06,3024.65
238,CUST-019,2024-07,4076.72
239,CUST-019,2024-08,4076.72
240,CUST-019,2024-09,3945.2
241,CUST-019,2024-10,4076.72
242,CUST-019,2024-11,3945.2
243,CUST-019,2024-12,4076.72
244,CUST-019,2025-01,4076.72
245,CUST-019,2025-02,3682.2
246,CUST-019,2025-03,4076.72
247,CUST-019,2025-04,3945.2
248,CUST-019,2025-05,3024.66
249,CUST-019,2025-06,1972.6
250,CUST-019,2025-07,2038.36
251,CUST-020,2024-03,1332.05
252,CUST-020,2024-04,2350.68
253,CUST-020,2024-05,2429.04
254,CUST-020,2024-06,2350.68
255,CUST-020,2024-07,2429.04
256,CUST-020,2024-08,2429.04
257,CUST-020,2024-09,2350.68
258,CUST-020,2024-10,2429.04
259,CUST-020,2024-11,2350.68
260,CUST-020,2024-12,2429.04
261,CUST-020,2025-01,2429.04
262,CUST-020,2025-02,2193.97
263,CUST-020,2025-03,2429.04
264,CUST-020,2025-04,2350.68
265,CUST-020,2025-05,2429.04
266,CUST-020,2025-06,3402.73
267,CUST-020,2025-07,4467.4
268,CUST-021,2024-05,1397.26
269,CUST-021,2024-06,2465.75
270,CUST-021,2024-07,2547.95
271,CUST-021,2024-08,2547.95
272,CUST-021,2024-09,2465.75
273,CUST-021,2024-10,2547.95
274,CUST-021,2024-11,2465.75
275,CUST-021,2024-12,2547.95
276,CUST-021,2025-01,2547.95
277,CUST-021,2025-02,3221.92
278,CUST-021,2025-03,4586.31
279,CUST-021,2025-04,4438.35
280,CUST-021,2025-05,3271.24
281,CUST-021,2025-06,1972.6
282,CUST-021,2025-07,2038.36
283,CUST-022,2025-04,1132.71
284,CUST-022,2025-05,2194.63
285,CUST-022,2025-06,2123.84
286,CUST-022,2025-07,2194.63
287,CUST-023,2024-01,1016.55
288,CUST-023,2024-02,6496.88
289,CUST-023,2024-03,10165.45
290,CUST-023,2024-04,9837.53
291,CUST-023,2024-05,10165.45
292,CUST-023,2024-06,9837.53
293,CUST-023,2024-07,10165.45
294,CUST-023,2024-08,10165.45
295,CUST-023,2024-09,9837.53
296,CUST-023,2024-10,10165.45
297,CUST-023,2024-11,11014.08
298,CUST-023,2024-12,12445.01
299,CUST-023,2025-01,11555.53
300,CUST-023,2025-02,7682.74
301,CUST-023,2025-03,8505.89
302,CUST-023,2025-04,8231.51
303,CUST-023,2025-05,8505.89
304,CUST-023,2025-06,8231.51
305,CUST-023,2025-07,8505.89
306,CUST-024,2024-09,1386.96
307,CUST-024,2024-10,2687.23
308,CUST-024,2024-11,2600.55
309,CUST-024,2024-12,2687.23
310,CUST-024,2025-01,2687.23
311,CUST-024,2025-02,2427.18
312,CUST-024,2025-03,2687.23
313,CUST-024,2025-04,2600.55
314,CUST-024,2025-05,2687.23
315,CUST-024,2025-06,2600.55
316,CUST-024,2025-07,2687.23
317,CUST-025,2025-07,1310.16
318,CUST-026,2024-03,1397.26
319,CUST-026,2024-04,2465.75
320,CUST-026,2024-05,2547.95
321,CUST-026,2024-06,3780.82
322,CUST-026,2024-07,5095.9
323,CUST-026,2024-08,5095.9
324,CUST-026,2024-09,4931.5
325,CUST-026,2024-10,5095.9
326,CUST-026,2024-11,4931.5
327,CUST-026,2024-12,5095.9
328,CUST-026,2025-01,5095.9
329,CUST-026,2025-02,4602.74
330,CUST-026,2025-03,3780.83
331,CUST-026,2025-04,2465.75
332,CUST-026,2025-05,2547.95
333,CUST-026,2025-06,1232.88
334,CUST-027,2024-01,2451.73
335,CUST-027,2024-02,4146.58
336,CUST-027,2024-03,12339.7
337,CUST-027,2024-04,11941.64
338,CUST-027,2024-05,12339.7
339,CUST-027,2024-06,11941.64
340,CUST-027,2024-07,12339.7
341,CUST-027,2024-08,12339.7
342,CUST-027,2024-09,11941.64
343,CUST-027,2024-10,12339.7
344,CUST-027,2024-11,11941.64
345,CUST-027,2024-12,12339.7
346,CUST-027,2025-01,9975.54
347,CUST-027,2025-02,8693.8
348,CUST-027,2025-03,3821.92
349,CUST-027,2025-04,3698.63
350,CUST-027,2025-05,3821.92
351,CUST-027,2025-06,3698.63
352,CUST-027,2025-07,3821.92
353,CUST-028,2025-01,2235.62
354,CUST-028,2025-02,3682.2
355,CUST-028,2025-03,4076.72
356,CUST-028,2025-04,3945.2
357,CUST-028,2025-05,4076.72
358,CUST-028,2025-06,3945.2
359,CUST-028,2025-07,4076.72
360,CUST-029,2025-05,1404.25
361,CUST-029,2025-06,2478.08
362,CUST-029,2025-07,2560.68
363,CUST-030,2024-01,1041.53
364,CUST-030,2024-02,2517.04
365,CUST-030,2024-03,2690.63
366,CUST-030,2024-04,2603.84
367,CUST-030,2024-05,2690.63
368,CUST-030,2024-06,2603.84
369,CUST-030,2024-07,2690.63
370,CUST-030,2024-08,2690.63
371,CUST-030,2024-09,2603.84
372,CUST-030,2024-10,2690.63
373,CUST-030,2024-11,2603.84
374,CUST-030,2024-12,2690.63
375,CUST-030,2025-01,2690.63
376,CUST-030,2025-02,2430.25
377,CUST-030,2025-03,3886.68
378,CUST-030,2025-04,4714.52
379,CUST-030,2025-05,4871.67
380,CUST-030,2025-06,4714.52
381,CUST-030,2025-07,4871.67
382,CUST-031,2024-11,1052.05
383,CUST-031,2024-12,2038.36
384,CUST-031,2025-01,3528.77
385,CUST-031,2025-02,4295.89
386,CUST-031,2025-03,4756.17
387,CUST-031,2025-04,4602.74
388,CUST-031,2025-05,4756.17
389,CUST-031,2025-06,4602.74
390,CUST-031,2025-07,4756.17
391,CUST-032,2025-06,1052.05
392,CUST-032,2025-07,2038.36
393,CUST-033,2025-06,1315.07
394,CUST-033,2025-07,2547.95
395,CUST-034,2024-02,1820.55
396,CUST-034,2024-03,6140.55
397,CUST-034,2024-04,5942.46
398,CUST-034,2024-05,6140.55
399,CUST-034,2024-06,5942.46
400,CUST-034,2024-07,6140.55
401,CUST-034,2024-08,6140.55
402,CUST-034,2024-09,5942.46
403,CUST-034,2024-10,7537.81
404,CUST-034,2024-11,8408.21
405,CUST-034,2024-12,8688.5
406,CUST-034,2025-01,8688.5
407,CUST-034,2025-02,7847.67
408,CUST-034,2025-03,6140.55
409,CUST-034,2025-04,5942.46
410,CUST-034,2025-05,6140.55
411,CUST-034,2025-06,6994.51
412,CUST-034,2025-07,8178.91
413,CUST-035,2024-03,1397.26
414,CUST-035,2024-04,2465.75
415,CUST-035,2024-05,2547.95
416,CUST-035,2024-06,2465.75
417,CUST-035,2024-07,2547.95
418,CUST-035,2024-08,2547.95
419,CUST-035,2024-09,2465.75
420,CUST-035,2024-10,2547.95
421,CUST-035,2024-11,2465.75
422,CUST-035,2024-12,2547.95
423,CUST-035,2025-01,3945.21
424,CUST-035,2025-02,4602.74
425,CUST-035,2025-03,5095.9
426,CUST-035,2025-04,4931.5
427,CUST-035,2025-05,5095.9
428,CUST-035,2025-06,4931.5
429,CUST-035,2025-07,5095.9
430,CUST-036,2024-02,3727.12
431,CUST-036,2024-03,5777.04
432,CUST-036,2024-04,5590.68
433,CUST-036,2024-05,5777.04
434,CUST-036,2024-06,5590.68
435,CUST-036,2024-07,5777.04
436,CUST-036,2024-08,5777.04
437,CUST-036,2024-09,5590.68
438,CUST-036,2024-10,5777.04
439,CUST-036,2024-11,6642.73
440,CUST-036,2024-12,7815.4
441,CUST-036,2025-01,7815.4
442,CUST-036,2025-02,7059.07
443,CUST-036,2025-03,7815.4
444,CUST-036,2025-04,7563.28
445,CUST-036,2025-05,7815.4
446,CUST-036,2025-06,7563.28
447,CUST-036,2025-07,7815.4
448,CUST-037,2024-11,1088.88
449,CUST-037,2024-12,2109.7
450,CUST-037,2025-01,2109.7
451,CUST-037,2025-02,1905.53
452,CUST-037,2025-03,2109.7
453,CUST-037,2025-04,2041.64
454,CUST-037,2025-05,3506.96
455,CUST-037,2025-06,4507.39
456,CUST-037,2025-07,4657.65
457,CUST-038,2024-08,1248.22
458,CUST-038,2024-09,3587.95
459,CUST-038,2024-10,4960.0
460,CUST-038,2024-11,4800.0
461,CUST-038,2024-12,4960.0
462,CUST-038,2025-01,4960.0
463,CUST-038,2025-02,4480.0
464,CUST-038,2025-03,4960.0
465,CUST-038,2025-04,4800.0
466,CUST-038,2025-05,4960.0
467,CUST-038,2025-06,4800.0
468,CUST-038,2025-07,4960.0
469,CUST-039,2024-01,263.01
470,CUST-039,2024-02,1906.85
471,CUST-039,2024-03,2038.36
472,CUST-039,2024-04,1972.6
473,CUST-039,2024-05,2038.36
474,CUST-039,2024-06,1972.6
475,CUST-039,2024-07,2038.36
476,CUST-039,2024-08,2038.36
477,CUST-039,2024-09,1972.6
478,CUST-039,2024-10,2038.36
479,CUST-039,2024-11,1972.6
480,CUST-039,2024-12,3156.17
481,CUST-039,2025-01,4076.72
482,CUST-039,2025-02,3682.2
483,CUST-039,2025-03,4076.72
484,CUST-039,2025-04,3945.2
485,CUST-039,2025-05,4076.72
486,CUST-039,2025-06,3945.2
487,CUST-039,2025-07,4076.72
488,CUST-040,2024-02,1310.14
489,CUST-040,2024-03,2707.62
490,CUST-040,2024-04,2620.27
491,CUST-040,2024-05,2707.62
492,CUST-040,2024-06,2620.27
493,CUST-040,2024-07,2707.62
494,CUST-040,2024-08,2707.62
495,CUST-040,2024-09,2620.27
496,CUST-040,2024-10,2707.62
497,CUST-040,2024-11,2620.27
498,CUST-040,2024-12,2707.62
499,CUST-040,2025-01,2707.62
500,CUST-040,2025-02,1310.14
501,CUST-041,2024-06,2360.54
502,CUST-041,2024-07,4573.57
503,CUST-041,2024-08,4573.57
504,CUST-041,2024-09,4426.02
505,CUST-041,2024-10,4573.57
506,CUST-041,2024-11,4426.02
507,CUST-041,2024-12,4573.57
508,CUST-041,2025-01,4573.57
509,CUST-041,2025-02,4130.96
510,CUST-041,2025-03,4573.57
511,CUST-041,2025-04,4426.02
512,CUST-041,2025-05,4573.57
513,CUST-041,2025-06,3439.72
514,CUST-041,2025-07,2535.21
515,CUST-042,2024-07,1117.81
516,CUST-042,2024-08,2038.36
517,CUST-042,2024-09,1972.6
518,CUST-042,2024-10,2038.36
519,CUST-042,2024-11,1972.6
520,CUST-042,2024-12,2038.36
521,CUST-042,2025-01,2038.36
522,CUST-042,2025-02,1841.1
523,CUST-042,2025-03,2038.36
524,CUST-042,2025-04,1972.6
525,CUST-042,2025-05,3435.62
526,CUST-042,2025-06,4438.35
527,CUST-042,2025-07,3534.25
528,CUST-043,2024-12,1145.75
529,CUST-043,2025-01,2089.32
530,CUST-043,2025-02,1887.12
531,CUST-043,2025-03,2089.32
532,CUST-043,2025-04,3336.99
533,CUST-043,2025-05,4637.27
534,CUST-043,2025-06,4487.67
535,CUST-043,2025-07,4637.27
536,CUST-044,2024-02,2631.78
537,CUST-044,2024-03,6471.79
538,CUST-044,2024-04,6263.01
539,CUST-044,2024-05,6471.79
540,CUST-044,2024-06,6263.01
541,CUST-044,2024-07,8420.97
542,CUST-044,2024-08,10026.17
543,CUST-044,2024-09,9702.74
544,CUST-044,2024-10,10026.17
545,CUST-044,2024-11,9702.74
546,CUST-044,2024-12,10026.17
547,CUST-044,2025-01,10026.17
548,CUST-044,2025-02,8233.97
549,CUST-044,2025-03,7478.22
550,CUST-044,2025-04,7236.99
551,CUST-044,2025-05,7478.22
552,CUST-044,2025-06,7236.99
553,CUST-044,2025-07,5643.7
554,CUST-045,2024-01,3119.46
555,CUST-045,2024-02,5132.6
556,CUST-045,2024-03,5486.58
557,CUST-045,2024-04,5309.59
558,CUST-045,2024-05,5486.58
559,CUST-045,2024-06,5309.59
560,CUST-045,2024-07,5486.58
561,CUST-045,2024-08,5486.58
562,CUST-045,2024-09,5309.59
563,CUST-045,2024-10,5486.58
564,CUST-045,2024-11,5309.59
565,CUST-045,2024-12,5486.58
566,CUST-045,2025-01,2544.11
567,CUST-046,2025-02,1150.68
568,CUST-046,2025-03,2547.95
569,CUST-046,2025-04,2465.75
570,CUST-046,2025-05,2547.95
571,CUST-046,2025-06,2465.75
572,CUST-046,2025-07,2547.95
573,CUST-047,2024-07,1153.21
574,CUST-047,2024-08,2102.9
575,CUST-047,2024-09,2035.07
576,CUST-047,2024-10,2102.9
577,CUST-047,2024-11,2035.07
578,CUST-047,2024-12,2102.9
579,CUST-047,2025-01,2102.9
580,CUST-047,2025-02,1899.4
581,CUST-047,2025-03,2102.9
582,CUST-047,2025-04,2035.07
583,CUST-047,2025-05,2102.9
584,CUST-047,2025-06,2035.07
585,CUST-047,2025-07,2102.9
586,CUST-048,2024-05,1117.81
587,CUST-048,2024-06,1972.6
588,CUST-048,2024-07,2038.36
589,CUST-048,2024-08,2038.36
590,CUST-048,2024-09,1972.6
591,CUST-048,2024-10,2038.36
592,CUST-048,2024-11,1972.6
593,CUST-048,2024-12,2038.36
594,CUST-048,2025-01,2038.36
595,CUST-048,2025-02,1841.1
596,CUST-048,2025-03,2038.36
597,CUST-048,2025-04,1972.6
598,CUST-048,2025-05,2038.36
599,CUST-048,2025-06,1972.6
600,CUST-048,2025-07,2038.36
601,CUST-049,2024-03,1397.26
602,CUST-049,2024-04,2465.75
603,CUST-049,2024-05,2547.95
604,CUST-049,2024-06,2465.75
605,CUST-049,2024-07,2547.95
606,CUST-049,2024-08,2547.95
607,CUST-049,2024-09,2465.75
608,CUST-049,2024-10,2547.95
609,CUST-049,2024-11,2465.75
610,CUST-049,2024-12,2547.95
611,CUST-049,2025-01,3940.55
612,CUST-049,2025-02,4595.07
613,CUST-049,2025-03,5087.4
614,CUST-049,2025-04,4923.28
615,CUST-049,2025-05,5087.4
616,CUST-049,2025-06,4923.28
617,CUST-049,2025-07,5087.4
618,CUST-050,2024-05,1397.26
619,CUST-050,2024-06,2465.75
620,CUST-050,2024-07,2547.95
621,CUST-050,2024-08,2547.95
622,CUST-050,2024-09,2465.75
623,CUST-050,2024-10,2547.95
624,CUST-050,2024-11,2465.75
625,CUST-050,2024-12,2547.95
626,CUST-050,2025-01,2547.95
627,CUST-050,2025-02,2301.37
628,CUST-050,2025-03,2547.95
629,CUST-050,2025-04,2465.75
630,CUST-050,2025-05,1232.88
631,CUST-050,2025-07,1117.81
632,CUST-051,2024-01,8580.5
633,CUST-051,2024-02,10782.43
634,CUST-051,2024-03,14388.11
635,CUST-051,2024-04,16204.93
636,CUST-051,2024-05,16745.1
637,CUST-051,2024-06,16204.93
638,CUST-051,2024-07,16745.1
639,CUST-051,2024-08,16745.1
640,CUST-051,2024-09,16204.93
641,CUST-051,2024-10,16745.1
642,CUST-051,2024-11,16204.93
643,CUST-051,2024-12,16745.1
644,CUST-051,2025-01,8536.41
645,CUST-051,2025-02,4713.97
646,CUST-051,2025-03,2525.34
647,CUST-052,2025-03,1397.26
648,CUST-052,2025-04,2465.75
649,CUST-052,2025-05,3665.76
650,CUST-052,2025-06,4438.35
651,CUST-052,2025-07,4586.31
652,CUST-053,2024-11,1052.05
653,CUST-053,2024-12,2038.36
654,CUST-053,2025-01,2038.36
655,CUST-053,2025-02,2761.65
656,CUST-053,2025-03,4076.72
657,CUST-053,2025-04,3945.2
658,CUST-053,2025-05,4076.72
659,CUST-053,2025-06,3945.2
660,CUST-053,2025-07,4076.72
661,CUST-054,2024-10,1117.81
662,CUST-054,2024-11,1972.6
663,CUST-054,2024-12,2038.36
664,CUST-054,2025-01,2038.36
665,CUST-054,2025-02,1841.1
666,CUST-054,2025-03,2038.36
667,CUST-054,2025-04,1972.6
668,CUST-054,2025-05,2038.36
669,CUST-054,2025-06,1972.6
670,CUST-054,2025-07,2038.36
671,CUST-055,2024-01,526.03
672,CUST-055,2024-02,1906.85
673,CUST-055,2024-03,2038.36
674,CUST-055,2024-04,1972.6
675,CUST-055,2024-05,2038.36
676,CUST-055,2024-06,1972.6
677,CUST-055,2024-07,2038.36
678,CUST-055,2024-08,2038.36
679,CUST-055,2024-09,1972.6
680,CUST-055,2024-10,2038.36
681,CUST-055,2024-11,1972.6
682,CUST-055,2024-12,2038.36
683,CUST-055,2025-01,1578.08
684,CUST-056,2024-11,1052.05
685,CUST-056,2024-12,2038.36
686,CUST-056,2025-01,2038.36
687,CUST-056,2025-02,1841.1
688,CUST-056,2025-03,2038.36
689,CUST-056,2025-04,1972.6
690,CUST-056,2025-05,2038.36
691,CUST-056,2025-06,1972.6
692,CUST-056,2025-07,2038.36
693,CUST-057,2024-08,1168.11
694,CUST-057,2024-09,2061.37
695,CUST-057,2024-10,2130.08
696,CUST-057,2024-11,2061.37
697,CUST-057,2024-12,2130.08
698,CUST-057,2025-01,2130.08
699,CUST-057,2025-02,1923.95
700,CUST-057,2025-03,2130.08
701,CUST-057,2025-04,2061.37
702,CUST-057,2025-05,2130.08
703,CUST-057,2025-06,2061.37
704,CUST-057,2025-07,2130.08
705,CUST-058,2024-02,694.79
706,CUST-058,2024-03,2153.86
707,CUST-058,2024-04,2084.38
708,CUST-058,2024-05,2153.86
709,CUST-058,2024-06,2084.38
710,CUST-058,2024-07,2153.86
711,CUST-058,2024-08,2153.86
712,CUST-058,2024-09,2084.38
713,CUST-058,2024-10,2153.86
714,CUST-058,2024-11,2084.38
715,CUST-058,2024-12,2153.86
716,CUST-058,2025-01,2153.86
717,CUST-058,2025-02,1945.42
718,CUST-058,2025-03,2153.86
719,CUST-058,2025-04,2084.38
720,CUST-058,2025-05,2153.86
721,CUST-058,2025-06,2084.38
722,CUST-058,2025-07,2153.86
723,CUST-059,2024-09,1052.05
724,CUST-059,2024-10,2038.36
725,CUST-059,2024-11,1972.6
726,CUST-059,2024-12,2038.36
727,CUST-059,2025-01,2038.36
728,CUST-059,2025-02,1841.1
729,CUST-059,2025-03,2038.36
730,CUST-059,2025-04,1972.6
731,CUST-059,2025-05,2038.36
732,CUST-059,2025-06,1972.6
733,CUST-059,2025-07,2038.36
734,CUST-060,2024-07,1117.81
735,CUST-060,2024-08,2038.36
736,CUST-060,2024-09,1972.6
737,CUST-060,2024-10,2038.36
738,CUST-060,2024-11,1972.6
739,CUST-060,2024-12,2038.36
740,CUST-060,2025-01,2038.36
741,CUST-060,2025-02,1841.1
742,CUST-060,2025-03,2038.36
743,CUST-060,2025-04,1972.6
744,CUST-060,2025-05,2038.36
745,CUST-060,2025-06,1972.6
746,CUST-060,2025-07,986.3
